n_cci_sig_scsignalr	ccis_scsignalr	ps_scsignalr
ADAM9_ITGB5	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.513142385761052,0.550303529459072,0.543573983323031,0.540388237892752,0.572168559835319,0.614978294084306,0.642061171500844,0.552088670926772,0.583204013356234,0.536197410169448,0.555023021298518,0.580627605627734,0.547084039069264,0.607923349796398,0.585678731388176,0.625869005898535,0.621388343851129,0.649967957043006,0.611935129862435,0.618324798917251,0.642045297042237,0.593279189862291,0.570790325484407,0.611466737684088,0.606921920416675,0.600424442342867,0.635953776043668,0.597341563634734,0.603815952127366,0.627895512684368,0.571228417475566,0.548448287039461,0.589720118149348,0.585093529210719,0.578485825459595,0.614714127180811,0.575353393458738,0.581933890198059,0.606476640790982,0.597373405064822,0.574948732665906,0.615496525682277,0.610968855956521,0.604494680169668,0.639879166750324,0.601422358468721,0.607874204843951,0.631857494124484,0.596553169818157,0.574115382913623,0.614689396960658,0.610158242769294,0.60367932759813,0.639093208891696,0.600604856919027,0.607061290540987,0.631064123225273,0.63520811363094,0.613527395752133,0.652618543610932,0.648278206602308,0.675886759072836,0.639106448306317,0.645308045759061,0.668251317747701,0.574827521516619,0.593274522026031,0.588660057148319,0.582068581155702,0.618192190253234,0.578943394837121,0.585508337519145,0.609981885227593,0.605492000364635,0.62348001652903,0.618988161079831,0.612562811933144,0.647646216812418,0.609512678508477,0.615917199298122,0.639700136883542
ADGRB1_RTN4RL1	0		
ADM2_RAMP1	0		
AFDN_EPHB3	0		
AFDN_F11R	77	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.534730746579961,0.544422192318471,0.57689981910985,0.558020093282978,0.546153085331688,0.528877105021414,0.536451207656299,0.508560712199881,0.524158559882646,0.576212273405828,0.586780888701562,0.60291036803814,0.605599503211875,0.52817534569609,0.538983457296904,0.5555655372221,0.509675795253824,0.558340424692527,0.578406698652427,0.5369673621579,0.58895962679393,0.546651717488206,0.579093284782424,0.605061301755351,0.560236825743483,0.607745347470233,0.548381166565506,0.565084219156496,0.523414362743295,0.575726011294267,0.533135725065566,0.565776213662332,0.591986954775652,0.546790065733951,0.59470033595286,0.534872863704873,0.591231855203254,0.55007253376623,0.601684828943483,0.559707541309523,0.591912291069262,0.61761166595443,0.573206868024353,0.620263948265844,0.561427143246508,0.559122976048155,0.517369779880641,0.569799585323756,0.527103042228984,0.55981706702106,0.586124383099196,0.540781845377361,0.588849673931653,0.52884279037078,0.535750826970295,0.546534392696605,0.503540649666684,0.56306504996988,0.517276836913024,0.565829705993109,0.505285724261908,0.550413753824358,0.56113572637796,0.518306224912985,0.551110548037571,0.577545540414889,0.532013565903934,0.580286869779526,0.520048868059018,0.565817323461835,0.576454622584966,0.533878260601989,0.566509046333918,0.592707396338042,0.547529315441772,0.595419260788408,0.535615042953579
AFDN_NECTIN4	8	Bcell--mesenchymal,basal_like_1--mesenchymal,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--mesenchymal,stroma--mesenchymal	0.524829707412766,0.527071823959137,0.513491606700758,0.502633859630681,0.507994883881047,0.54021725367775,0.507439605218752,0.514236918425852
AGRN_DAG1	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.703787368745085,0.738931612070777,0.724451254602464,0.721122767415035,0.720514211138135,0.685018083049983,0.71255901308209,0.69439226445821,0.708654021636272,0.725881232858925,0.752605016295669,0.763540289756199,0.750795699592542,0.686564163827206,0.662773570586769,0.715619289125919,0.700714603462974,0.727597673285162,0.681422730501379,0.713642398208176,0.68076589334838,0.723155900406301,0.7009328770181,0.750053888936238,0.736288891049888,0.721717155511355,0.761066126632093,0.718368480918672,0.748232156130596,0.717756266736738,0.718952314970841,0.696533459530421,0.746115334339289,0.732210873229665,0.717500258290343,0.757244936724325,0.714120940245546,0.744274682523464,0.713503175116272,0.749860711313149,0.728977958477876,0.77497146137627,0.762143551608474,0.748512486068109,0.785200264916478,0.745372490521991,0.773276443406342,0.744798124114903,0.715956087103606,0.693400150818255,0.743305296687532,0.729302773840467,0.7144946975723,0.754517553996032,0.711093903165931,0.741451331889476,0.710472248838769,0.714026344981166,0.69138322313068,0.741494272451713,0.727429185903915,0.752759322163828,0.709144547749327,0.739631809351148,0.708520418243058,0.716905011719308,0.74419549866722,0.730223911344594,0.715446563957506,0.755381668894307,0.712052538329773,0.742345734651894,0.711432109668517,0.730523880557007,0.756946604978776,0.743431354998865,0.729109083041795,0.767749194181504,0.725815565619563,0.755158710617428,0.725213347636769
ALB_LRP2	36	Bcell--Tcell,mesenchymal--Tcell,Bcell--Bcell,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--luminal_ar,Tcell--mesenchymal,basal_like_1--luminal_ar,basal_like_1--mesenchymal,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--luminal_ar,stroma--mesenchymal	0.501146839595997,0.778160916858734,0.501851068785345,0.606876615186535,0.590952081392098,0.516744571237415,0.500175995829633,0.58974300078399,0.573612054307259,0.509402976913341,0.508698972159108,0.506739097627648,0.501520120716754,0.614060779461414,0.59823460217737,0.593769884518723,0.577683888627721,0.691334713835895,0.690733279810903,0.689055698033943,0.684564961354166,0.636345497883156,0.774371920204687,0.635015102548209,0.762577871207054,0.591131418454282,0.778646814749288,0.776804335374294,0.773163697106836,0.733209700616347,0.843512116833624,0.732084476781307,0.834560038311633,0.694252463765082,0.535642339381204,0.519118730909395
ALCAM_L1CAM	0		
ALCAM_NRP1	66	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.565012796129247,0.581216895095763,0.689692847216981,0.607332416111581,0.616544670161601,0.664382156133031,0.682473528518946,0.622143936082619,0.546862346824931,0.571244515754335,0.515783094819414,0.54267869434278,0.536368759953234,0.55279534335459,0.5794006568357,0.588824559993688,0.604824580067188,0.598738092397879,0.520373571038218,0.614542941127975,0.718566460236709,0.505423456672043,0.639867939970697,0.550287284120482,0.648758334699442,0.579049197468999,0.572846091084116,0.588970664135303,0.696486992681881,0.614923011460391,0.523755671981616,0.62406741497617,0.543471609230223,0.53716328444267,0.553585146796265,0.665094281625105,0.580179157502487,0.589597972914569,0.627730173782794,0.621775861227891,0.544487596894261,0.637223102536155,0.737737983564676,0.529609679735238,0.661877849496887,0.574128184893204,0.67050468963762,0.563015485757631,0.556756965822662,0.573036207032186,0.599310182153443,0.507407504036673,0.608589348531198,0.628095920000007,0.544875831090012,0.637584906802934,0.738040752820501,0.529999648651999,0.662228098784722,0.574510897883985,0.670850446640696,0.553148445994885,0.563219899105706,0.673740761073111,0.589665385491912,0.599018466009402
ANGPTL2_ITGA5	15	Bcell--endothelial,Tcell--endothelial,macrophage--endothelial,stroma--Tcell,basal_like_2--endothelial,endothelial--basal_like_2,endothelial--endothelial,endothelial--stroma,macrophage--basal_like_2,macrophage--stroma,mesenchymal--endothelial,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.516716097748108,0.565123426520509,0.603877718781221,0.530104149870781,0.557629782857021,0.520738676345265,0.619040757970575,0.542580894445356,0.504792946625904,0.526701370219435,0.512474255452089,0.552831021363785,0.648987639473505,0.516724123356375,0.574406006212515
ANGPTL2_ITGB1	76	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Tcell,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.558834841506746,0.547191535555943,0.592180162359479,0.569233720169438,0.580132601873912,0.638319566569685,0.674310203899829,0.554644053398063,0.686571170290808,0.549797829554313,0.550867094284099,0.554753170244637,0.545722239970063,0.597472891664267,0.606238303034626,0.598511611775733,0.59493925574108,0.602283078398342,0.616287033186747,0.593509798943718,0.62677597763787,0.506407286755801,0.515547819124041,0.507487289192283,0.503776515387521,0.549527574211813,0.511415802280179,0.526101777329071,0.502294479557305,0.537204713975937,0.590132391547992,0.59895035349618,0.591177092574381,0.58758444486059,0.631264237668628,0.594970832155757,0.609065136362502,0.586147087910964,0.619629651299655,0.649864414479479,0.658141729367784,0.650846944771449,0.64746597011847,0.688169374328443,0.654410658653103,0.667592168965041,0.646111618035335,0.677412759094883,0.500830906564545,0.534911693929012,0.511401624306341,0.522536401621523,0.635205254925813,0.643639083681389,0.636205893147299,0.63276313945672,0.639836349219491,0.653279229496525,0.631384460524444,0.663309415528275,0.545590999986768,0.546662017693174,0.542980596244914,0.588072644497054,0.550554792425391,0.565064833250041,0.541509085724417,0.57599062467343,0.678646103511464,0.679587689310006,0.676346625048682,0.715182336516027,0.683000931520621,0.695599194125402,0.675047540302292,0.704958034268358
ANGPTL2_LILRB2	0		
ANG_PLXNB2	81	Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,macrophage--endothelial,mesenchymal--Tcell,stroma--Tcell,Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--luminal_ar,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--luminal_ar,mesenchymal--macrophage,mesenchymal--mesenchymal,mesenchymal--stroma,stroma--Bcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.593311986969858,0.631886390918951,0.609067741976707,0.614607534132115,0.633522289761682,0.572653001052897,0.60284993599613,0.683615828279978,0.598581050851962,0.625421632159656,0.61127917369551,0.633706949395998,0.60597575507735,0.589503538022964,0.556498294099669,0.574926661118699,0.596187950496773,0.598072760537047,0.578351581309091,0.56947658473118,0.597881535843302,0.658888074335191,0.62794060364735,0.64529254349991,0.665084544847496,0.643161655668928,0.666827486996662,0.648497137710299,0.640180020377101,0.6666507412696,0.636063225003368,0.604288627749454,0.622079765254106,0.642449321036528,0.619891570347035,0.644247050498768,0.625372323488477,0.616831335067965,0.644064719961301,0.609149928152471,0.576589747702461,0.594791155557592,0.615722966677201,0.592548446656857,0.617575083964007,0.598167888175406,0.589413882041524,0.617387201955209,0.684022711278515,0.654158664487399,0.67092863651222,0.689977431789795,0.668872728370977,0.691650888718002,0.674018623490366,0.665994359888293,0.691481218943643,0.619301353988469,0.587013504807002,0.605073734146146,0.625808543398772,0.62764144762666,0.608421191192348,0.599741089135718,0.627455527813061,0.712055858143219,0.699613321255977,0.717700313096232,0.697655865090901,0.719285008122781,0.702553370827359,0.694913576017848,0.719124369117737,0.630533741716651,0.616465932084044,0.636961485900449,0.614265387773363,0.638771293391552,0.619777505737205,0.611188267245631,0.638587730783882
