	n_cci_sig_cpdb	ccis_cpdb	ps_cpdb
C3_C3AR1	48	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_1,Bcell--endothelial,Bcell--luminal_ar,Bcell--macrophage,Bcell--mesenchymal,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ADORA2A_ENTPD1	12	basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma	1.5528419686577808,2.3979400086720375,1.9586073148417749,3.0,3.0,3.0,1.7212463990471711,2.6989700043360187,2.154901959985743,3.0,3.0,3.0
ADORA3_ENTPD1	19	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma	1.585026652029182,2.154901959985743,1.5228787452803376,3.0,3.0,3.0,1.4202164033831899,2.221848749616356,1.6197887582883939,3.0,3.0,3.0,3.0,3.0,2.221848749616356,3.0,3.0,3.0,3.0
ADORA2B_ENTPD1	0		
ADORA1_ENTPD1	18	basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma	1.5528419686577808,2.3979400086720375,1.9586073148417749,3.0,3.0,3.0,1.6020599913279623,2.5228787452803374,1.8860566476931633,3.0,3.0,3.0,2.0457574905606752,3.0,3.0,3.0,3.0,3.0
AGT_AGTR1	0		
C5_C5AR1	0		
C5_C5AR2	0		
KNG1_BDKRB1	0		
GH1_PRLR	0		
GH1_GHR	0		
GH2_GHR	0		
TG_ASGR1	0		
PTHLH_PTH2R	0		
PTHLH_PTH1R	0		
IL1B_ADRB2	0		
CD8A_CEACAM5	0		
ANXA1_FPR1	22	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--Tcell,Tcell--basal_like_1,Tcell--macrophage,Tcell--stroma,basal_like_2--Tcell,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Tcell,endothelial--basal_like_1,endothelial--macrophage,endothelial--stroma,macrophage--Tcell,macrophage--basal_like_1,macrophage--macrophage,macrophage--stroma,stroma--Tcell,stroma--basal_like_1,stroma--macrophage,stroma--stroma	1.7958800173440752,1.537602002101044,1.3565473235138126,3.0,3.0,3.0,3.0,3.0,2.221848749616356,1.7958800173440752,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ANXA1_FPR3	42	Bcell--macrophage,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--macrophage,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--macrophage,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--macrophage,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,3.0,3.0,3.0,3.0,2.3010299956639813,2.6989700043360187,3.0,1.853871964321762,3.0,3.0,3.0,1.4436974992327127,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0969100130080562,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
ANXA1_FPR2	0		
APP_FPR2	0		
SAA1_FPR2	0		
RLN2_RXFP1	0		
RLN1_RXFP1	0		
INSL3_RXFP1	0		
CSF2_CSF1R	0		
TNFSF9_IL13RA2	0		
NAMPT_IL13RA2	0		
TNFSF9_TNFRSF9	0		
TNFSF9_ADGRG5	0		
IL6_HRH1	0		
CD2_CD58	43	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--mesenchymal,stroma--stroma	2.6989700043360187,2.154901959985743,1.537602002101044,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0457574905606752,3.0,2.154901959985743,2.6989700043360187,3.0,1.8860566476931633,3.0,1.7212463990471711,3.0,1.3098039199714864,1.7958800173440752,2.5228787452803374,1.3279021420642825,1.9586073148417749,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.221848749616356,3.0,3.0,3.0,1.6575773191777938,3.0,2.0,3.0
CEACAM5_CEACAM1	0		
CEACAM5_CD1D	0		
PROS1_AXL	32	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--macrophage,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,3.0,2.3979400086720375,1.4559319556497243,3.0,3.0,3.0,3.0,2.6989700043360187,1.4559319556497243,3.0,3.0,3.0,3.0,2.6989700043360187,3.0,3.0,1.3187587626244128,3.0,1.6989700043360187,3.0,1.6382721639824072,3.0,2.6989700043360187,3.0,3.0,3.0,3.0,3.0,1.9586073148417749,3.0,3.0
PROS1_TYRO3	17	Bcell--Bcell,Bcell--basal_like_1,Bcell--luminal_ar,Bcell--stroma,Tcell--Bcell,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--stroma,endothelial--Bcell,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--stroma,macrophage--Bcell,stroma--Bcell,stroma--basal_like_1,stroma--luminal_ar,stroma--stroma	2.3010299956639813,1.5086383061657274,1.408935392973501,1.744727494896694,2.3010299956639813,1.6989700043360187,1.5686362358410126,2.0969100130080562,3.0,3.0,3.0,3.0,1.5228787452803376,3.0,3.0,3.0,3.0
CSF1R_CSF1	42	Bcell--endothelial,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.431798275933005,1.494850021680094,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5228787452803374,3.0,1.537602002101044,3.0,2.3979400086720375,3.0,3.0,2.154901959985743,2.0,2.221848749616356,2.5228787452803374,2.5228787452803374,2.5228787452803374,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
CSF1R_CSF3	0		
CSF1R_IL34	6	Bcell--stroma,Tcell--stroma,basal_like_2--stroma,endothelial--stroma,macrophage--stroma,stroma--stroma	1.537602002101044,3.0,3.0,2.5228787452803374,3.0,3.0
GRP_GRPR	0		
CD55_ADGRE5	24	basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_1,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--luminal_ar,basal_like_1--macrophage,basal_like_1--mesenchymal,basal_like_1--stroma,basal_like_2--Tcell,basal_like_2--macrophage,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--mesenchymal,luminal_ar--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma	3.0,3.0,3.0,3.0,3.0,2.0969100130080562,3.0,3.0,3.0,3.0,2.0457574905606752,2.5228787452803374,3.0,1.5086383061657274,2.6989700043360187,3.0,3.0,2.0969100130080562,3.0,1.3187587626244128,3.0,2.6989700043360187,3.0,1.9208187539523751
PTPRC_CD22	26	Bcell--Tcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,endothelial--Tcell,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,macrophage--Tcell,macrophage--basal_like_1,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,stroma--Tcell,stroma--basal_like_1,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal	1.6575773191777938,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6020599913279623,1.8239087409443189,1.6989700043360187,1.585026652029182,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
PTPRC_MRC1	46	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.5686362358410126,2.0,1.585026652029182,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.6020599913279623,3.0,2.221848749616356,2.3010299956639813,3.0,1.3565473235138126,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
MET_HGF	4	endothelial--Bcell,endothelial--macrophage,luminal_ar--macrophage,mesenchymal--macrophage	3.0,3.0,1.744727494896694,2.0969100130080562
CD48_CD244	0		
PDGFRB_PDGFD	4	Bcell--endothelial,endothelial--endothelial,macrophage--endothelial,stroma--endothelial	2.154901959985743,3.0,2.6989700043360187,3.0
ALOX5_ALOX5AP	36	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Tcell,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_2--Tcell,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Tcell,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Tcell,luminal_ar--macrophage,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Tcell,mesenchymal--macrophage,stroma--Tcell,stroma--endothelial,stroma--macrophage,stroma--stroma	1.3767507096020994,3.0,1.3979400086720375,2.221848749616356,3.0,3.0,3.0,2.0457574905606752,3.0,2.5228787452803374,3.0,3.0,3.0,1.5528419686577808,3.0,3.0,3.0,1.8239087409443189,3.0,2.0,3.0,3.0,1.9208187539523751,3.0,2.221848749616356,2.6989700043360187,2.6989700043360187,3.0,1.9208187539523751,3.0,3.0,3.0,3.0,2.0969100130080562,3.0,3.0
CSF3_CSF3R	0		
APELA_APLNR	0		
KIT_KITLG	0		
EPOR_KITLG	5	basal_like_2--endothelial,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--stroma	1.3565473235138126,1.9208187539523751,2.0457574905606752,1.6382721639824072,1.7212463990471711
CD28_CD80	0		
CTLA4_CD80	0		
CD28_CD86	8	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma	2.3979400086720375,3.0,2.3979400086720375,1.9586073148417749,1.3467874862246563,3.0,1.3187587626244128,3.0
CTLA4_CD86	15	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--macrophage,macrophage--stroma	3.0,3.0,2.221848749616356,2.6989700043360187,3.0,3.0,2.6989700043360187,1.7212463990471711,3.0,1.6989700043360187,3.0,1.6382721639824072,3.0,3.0,3.0
HLA-E_KLRC1	0		
HLA-E_KLRC2	0		
SELL_CD34	28	Bcell--basal_like_2,Bcell--endothelial,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--endothelial,basal_like_1--stroma,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--basal_like_2,stroma--endothelial,stroma--stroma	2.3979400086720375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.7958800173440752,3.0,3.0,1.5086383061657274,3.0,3.0,1.9586073148417749,3.0,3.0,2.6989700043360187,3.0,3.0,3.0,3.0
SELP_CD34	12	Tcell--basal_like_2,Tcell--endothelial,Tcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma	1.4814860601221125,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
SELL_SELPLG	34	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_1--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--macrophage,stroma--stroma	1.8239087409443189,3.0,2.5228787452803374,3.0,2.6989700043360187,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.5228787452803376,2.3979400086720375,3.0,3.0,3.0,3.0,3.0,3.0,2.0969100130080562,3.0,1.7695510786217261,3.0,3.0,2.0457574905606752,3.0,3.0,3.0,3.0
SELP_SELPLG	14	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--macrophage,Tcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma	1.5228787452803376,3.0,1.6197887582883939,3.0,2.154901959985743,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
SELE_SELPLG	14	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--macrophage,Bcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma	2.3979400086720375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
SELP_CD24	6	Tcell--basal_like_1,Tcell--luminal_ar,Tcell--mesenchymal,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--mesenchymal	3.0,3.0,3.0,3.0,3.0,3.0
SELE_GLG1	15	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma	1.6989700043360187,2.5228787452803374,3.0,1.6989700043360187,2.5228787452803374,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
CD99_PILRA	35	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--macrophage,basal_like_2--macrophage,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--macrophage,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.337242168318426,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.7212463990471711,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
NPR1_NPPC	0		
NPR3_NPPC	0		
NPR2_NPPC	0		
SPN_SIGLEC1	33	Bcell--Tcell,Bcell--basal_like_2,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--macrophage,basal_like_1--stroma,endothelial--Tcell,endothelial--basal_like_2,endothelial--macrophage,endothelial--stroma,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Tcell,stroma--basal_like_2,stroma--macrophage,stroma--stroma	2.6989700043360187,3.0,3.0,3.0,2.6989700043360187,3.0,3.0,3.0,2.6989700043360187,3.0,3.0,2.3010299956639813,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.3665315444204136,3.0,3.0,1.6989700043360187,3.0,3.0,1.6777807052660807,3.0,3.0,3.0,3.0,3.0,3.0
PDGFRA_PDGFC	30	Bcell--Bcell,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--macrophage,Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.3467874862246563,1.744727494896694,1.7958800173440752,1.337242168318426,1.9208187539523751,2.154901959985743,2.6989700043360187,2.154901959985743,3.0,3.0,3.0,3.0,2.221848749616356,1.6989700043360187,1.537602002101044,2.6989700043360187,1.6989700043360187,3.0,3.0,2.6989700043360187,2.5228787452803374,3.0,2.5228787452803374,3.0,3.0,3.0,3.0,3.0,3.0,3.0
FLT4_PDGFC	14	Bcell--macrophage,Bcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.853871964321762,2.0457574905606752,3.0,3.0,3.0,3.0,3.0,3.0,2.3979400086720375,2.0457574905606752,3.0,3.0,2.154901959985743,3.0
FLT4_VEGFC	8	Bcell--endothelial,Bcell--stroma,endothelial--Bcell,endothelial--endothelial,endothelial--stroma,stroma--Bcell,stroma--endothelial,stroma--stroma	2.0457574905606752,2.0969100130080562,3.0,3.0,3.0,2.154901959985743,3.0,3.0
KDR_VEGFC	13	Tcell--endothelial,Tcell--stroma,basal_like_1--endothelial,basal_like_1--stroma,endothelial--Bcell,endothelial--endothelial,endothelial--stroma,luminal_ar--stroma,macrophage--endothelial,macrophage--stroma,stroma--Bcell,stroma--endothelial,stroma--stroma	1.6382721639824072,2.0,1.744727494896694,3.0,3.0,3.0,3.0,1.7212463990471711,2.154901959985743,3.0,1.3279021420642825,2.5228787452803374,3.0
PECAM1_CD38	29	Bcell--Bcell,Bcell--Tcell,Tcell--Bcell,Tcell--Tcell,Tcell--macrophage,Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--endothelial,stroma--macrophage,stroma--stroma	1.585026652029182,1.4814860601221125,2.3979400086720375,2.0969100130080562,1.3187587626244128,1.3565473235138126,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.431798275933005,1.7212463990471711,1.8860566476931633,3.0,3.0,3.0,3.0,3.0,3.0
PECAM1_CD177	0		
PMCH_MCHR1	0		
EDN2_EDNRA	2	basal_like_1--Bcell,basal_like_1--stroma	1.3187587626244128,3.0
C5AR1_RPS19	28	Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--stroma,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--stroma,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--stroma,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--stroma,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--stroma,mesenchymal--Tcell,mesenchymal--basal_like_2,mesenchymal--endothelial,mesenchymal--stroma,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--stroma	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
TNFSF4_TNFRSF4	0		
CXCR2_CXCL5	0		
CXCR2_CXCL6	0		
